"","first_driver","second_driver","score","n_samples","p.value","type","samples"
"6166","10q","8p",0,2,NA,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6167","12p","8p",-0.5,6,0.0755868184216124,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds 51893d3f-e7f3-43f9-9fd0-c0f25ae96804.rds 56ddcb96-e90b-4fce-aa4c-c677bbfee488.rds 5c3def3a-b515-41f6-8157-681b963534e7.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds b42d183c-bc9c-4652-9e56-10c54c5ee96e.rds"
"6168","16q","8p",0,2,NA,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6169","2q","8p",0,1,NA,"MELA","9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6170","3p","8p",0,1,NA,"MELA","9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6171","6p","8p",0,2,NA,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6172","14whole","8p",-1,1,NA,"MELA","51893d3f-e7f3-43f9-9fd0-c0f25ae96804.rds"
"6173","18q","8p",0,1,NA,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds"
"6174","3q","8p",-0.5,2,0.5,"MELA","5c3def3a-b515-41f6-8157-681b963534e7.rds bcefbf6a-80ff-4825-9d3a-492e2dceb35d.rds"
"6175","12q","8p",-0.75,4,0.0576688856224373,"MELA","51893d3f-e7f3-43f9-9fd0-c0f25ae96804.rds 5c3def3a-b515-41f6-8157-681b963534e7.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds b42d183c-bc9c-4652-9e56-10c54c5ee96e.rds"
"6176","2p","8p",0,1,NA,"MELA","9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6177","17q","8p",0,2,NA,"MELA","9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds bcefbf6a-80ff-4825-9d3a-492e2dceb35d.rds"
"6178","1q","8p",0,1,NA,"MELA","56ddcb96-e90b-4fce-aa4c-c677bbfee488.rds"
"6179","11q","8p",0,1,NA,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds"
"6180","14q","8p",0,2,NA,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds b42d183c-bc9c-4652-9e56-10c54c5ee96e.rds"
"6181","4p","9q",-0.5,2,0.5,"MELA","72108583-5320-46ec-945f-5ff173d7dc15.rds ead1bc2e-42c3-46d9-8f6f-8cb16ba9d2c3.rds"
"6182","5p","9q",0,1,NA,"MELA","72108583-5320-46ec-945f-5ff173d7dc15.rds"
"6183","10p","9q",0,1,NA,"MELA","72108583-5320-46ec-945f-5ff173d7dc15.rds"
"6184","19p","9q",-1,1,NA,"MELA","ead1bc2e-42c3-46d9-8f6f-8cb16ba9d2c3.rds"
"6185","20q","9q",0,1,NA,"MELA","72108583-5320-46ec-945f-5ff173d7dc15.rds"
"6186","21q","9q",-0.5,2,0.5,"MELA","72108583-5320-46ec-945f-5ff173d7dc15.rds ead1bc2e-42c3-46d9-8f6f-8cb16ba9d2c3.rds"
"6187","16p","9q",0,1,NA,"MELA","72108583-5320-46ec-945f-5ff173d7dc15.rds"
"6188","11p","9q",0,1,NA,"MELA","ead1bc2e-42c3-46d9-8f6f-8cb16ba9d2c3.rds"
"6189","17p","9q",0,1,NA,"MELA","72108583-5320-46ec-945f-5ff173d7dc15.rds"
"6190","16q","9q",0,1,NA,"MELA","72108583-5320-46ec-945f-5ff173d7dc15.rds"
"6191","9p","9q",-0.5,2,0.5,"MELA","72108583-5320-46ec-945f-5ff173d7dc15.rds ead1bc2e-42c3-46d9-8f6f-8cb16ba9d2c3.rds"
"6192","3q","9q",-1,1,NA,"MELA","ead1bc2e-42c3-46d9-8f6f-8cb16ba9d2c3.rds"
"6193","12q","9q",0,1,NA,"MELA","72108583-5320-46ec-945f-5ff173d7dc15.rds"
"6194","1q","9q",-1,1,NA,"MELA","681e2301-2057-40e4-ab63-934775d63faa.rds"
"6195","10p","11p",-0.25,4,0.39100221895577,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds 524bbd14-1e1f-479b-9a71-d27fce32d8bc.rds 5c3def3a-b515-41f6-8157-681b963534e7.rds 8ca665f8-fe78-48bf-8c0f-c606d92885d4.rds"
"6196","10q","11p",0,5,NA,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds 524bbd14-1e1f-479b-9a71-d27fce32d8bc.rds 8ca665f8-fe78-48bf-8c0f-c606d92885d4.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6197","10p","13whole",0,3,NA,"MELA","25103371-28ac-4f43-b0e2-2d376d0dcb84.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 8ca665f8-fe78-48bf-8c0f-c606d92885d4.rds"
"6198","11p","13whole",0,2,NA,"MELA","8ca665f8-fe78-48bf-8c0f-c606d92885d4.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6199","10q","13whole",0,3,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 8ca665f8-fe78-48bf-8c0f-c606d92885d4.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6200","12p","13whole",-0.333333333333333,3,0.422649730810374,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6201","1p","13whole",0,2,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds"
"6202","12q","13whole",-1,1,NA,"MELA","9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6203","1q","13whole",0,1,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds"
"6204","11q","13whole",0,1,NA,"MELA","2e76891c-b620-4cc0-9315-6f1217b09b1e.rds"
"6205","10p","15q",-0.333333333333333,3,0.422649730810374,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 5c3def3a-b515-41f6-8157-681b963534e7.rds"
"6206","11p","15q",0.333333333333333,3,0.422649730810374,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds 5c3def3a-b515-41f6-8157-681b963534e7.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6207","13whole","15q",0.333333333333333,3,0.422649730810374,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6208","10q","15q",0.333333333333333,3,0.422649730810374,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6209","12p","15q",-0.25,4,0.39100221895577,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 5c3def3a-b515-41f6-8157-681b963534e7.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6210","1p","15q",0,2,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds"
"6211","14whole","15q",-0.5,2,0.5,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds"
"6212","12q","15q",-0.5,2,0.5,"MELA","5c3def3a-b515-41f6-8157-681b963534e7.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6213","1q","15q",0,1,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds"
"6214","11q","15q",0,1,NA,"MELA","2e76891c-b620-4cc0-9315-6f1217b09b1e.rds"
"6215","10p","18p",0,6,1,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 5c3def3a-b515-41f6-8157-681b963534e7.rds 6d4a548a-7e30-4b6b-9a13-72827eed439c.rds 8ca665f8-fe78-48bf-8c0f-c606d92885d4.rds f07b9192-c86f-4ee4-a3b5-feb9c5098bf4.rds"
"6216","16p","18p",-0.2,5,0.373900966300059,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 6d4a548a-7e30-4b6b-9a13-72827eed439c.rds 8ca665f8-fe78-48bf-8c0f-c606d92885d4.rds"
"6217","11p","18p",0,4,NA,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds 5c3def3a-b515-41f6-8157-681b963534e7.rds 8ca665f8-fe78-48bf-8c0f-c606d92885d4.rds"
"6218","13whole","18p",0,4,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 8ca665f8-fe78-48bf-8c0f-c606d92885d4.rds b3befa40-8f44-4eb6-ada0-ec395f460656.rds"
"6219","15q","18p",0,5,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 5c3def3a-b515-41f6-8157-681b963534e7.rds 7e22401d-f4cd-44c5-8a01-b08a439e5a31.rds"
"6220","17p","18p",-0.4,5,0.177807808356221,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1cd0acf2-3116-4dfa-a063-0a435b9f6da3.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds 7e22401d-f4cd-44c5-8a01-b08a439e5a31.rds a84915de-6562-4836-86f9-f2a05598296e.rds"
"6221","10q","18p",0,4,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1d4a091d-fe65-49c0-8810-5a95243b108a.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds 8ca665f8-fe78-48bf-8c0f-c606d92885d4.rds"
"6222","12p","18p",-0.142857142857143,7,0.355917683749582,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1cd0acf2-3116-4dfa-a063-0a435b9f6da3.rds 1d4a091d-fe65-49c0-8810-5a95243b108a.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 3433b1f3-59d1-4ac2-9bbf-e0c4042b4ddc.rds 5c3def3a-b515-41f6-8157-681b963534e7.rds 6d4a548a-7e30-4b6b-9a13-72827eed439c.rds"
"6223","16q","18p",0,4,NA,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 6d4a548a-7e30-4b6b-9a13-72827eed439c.rds f07b9192-c86f-4ee4-a3b5-feb9c5098bf4.rds"
"6224","1p","18p",0,3,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds f07b9192-c86f-4ee4-a3b5-feb9c5098bf4.rds"
"6225","14whole","18p",-0.5,2,0.5,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds"
"6226","12q","18p",-1,1,NA,"MELA","5c3def3a-b515-41f6-8157-681b963534e7.rds"
"6227","17q","18p",0,2,NA,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds 6d4a548a-7e30-4b6b-9a13-72827eed439c.rds"
"6228","1q","18p",0,1,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds"
"6229","11q","18p",0,2,NA,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds"
"6230","14q","18p",0,1,NA,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds"
"6231","10p","17p",0,3,NA,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds 25103371-28ac-4f43-b0e2-2d376d0dcb84.rds 72108583-5320-46ec-945f-5ff173d7dc15.rds"
"6232","16p","17p",0,3,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds 72108583-5320-46ec-945f-5ff173d7dc15.rds"
"6233","11p","17p",0.333333333333333,3,0.422649730810374,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds b42d183c-bc9c-4652-9e56-10c54c5ee96e.rds bcefbf6a-80ff-4825-9d3a-492e2dceb35d.rds"
"6234","13whole","17p",0.5,2,0.5,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 25103371-28ac-4f43-b0e2-2d376d0dcb84.rds"
"6235","15q","17p",0.333333333333333,3,0.422649730810374,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds 7e22401d-f4cd-44c5-8a01-b08a439e5a31.rds"
"6236","10q","17p",0.5,2,0.5,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds"
"6237","12p","17p",1,3,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1cd0acf2-3116-4dfa-a063-0a435b9f6da3.rds b42d183c-bc9c-4652-9e56-10c54c5ee96e.rds"
"6238","16q","17p",0,2,NA,"MELA","25103371-28ac-4f43-b0e2-2d376d0dcb84.rds 72108583-5320-46ec-945f-5ff173d7dc15.rds"
"6239","1p","17p",1,1,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds"
"6240","14whole","17p",0,3,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds 98e8f23c-5970-4fce-9551-4b11a772fe1b.rds"
"6241","12q","17p",0.5,2,0.5,"MELA","72108583-5320-46ec-945f-5ff173d7dc15.rds b42d183c-bc9c-4652-9e56-10c54c5ee96e.rds"
"6242","1q","17p",1,1,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds"
"6243","14q","17p",1,1,NA,"MELA","b42d183c-bc9c-4652-9e56-10c54c5ee96e.rds"
"6244","10p","20p",0,1,NA,"MELA","2e76891c-b620-4cc0-9315-6f1217b09b1e.rds"
"6245","19p","20p",0.333333333333333,3,0.422649730810374,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds b42d183c-bc9c-4652-9e56-10c54c5ee96e.rds"
"6246","19q","20p",0.25,4,0.39100221895577,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds b42d183c-bc9c-4652-9e56-10c54c5ee96e.rds"
"6247","16p","20p",-0.333333333333333,3,0.422649730810374,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 20e02396-e676-412d-9724-44a428919cdb.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds"
"6248","11p","20p",0.25,4,0.39100221895577,"MELA","897ba508-d74b-46bf-8554-1210a66a36d1.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds b42d183c-bc9c-4652-9e56-10c54c5ee96e.rds bcefbf6a-80ff-4825-9d3a-492e2dceb35d.rds"
"6249","13whole","20p",0,3,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6250","15q","20p",-0.333333333333333,3,0.422649730810374,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6251","18p","20p",0,3,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 58d3e932-b4a3-4cac-a6ac-73160e354a15.rds"
"6252","17p","20p",-0.333333333333333,3,0.422649730810374,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds b42d183c-bc9c-4652-9e56-10c54c5ee96e.rds bcefbf6a-80ff-4825-9d3a-492e2dceb35d.rds"
"6253","10q","20p",0,3,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 20e02396-e676-412d-9724-44a428919cdb.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6254","12p","20p",0,4,1,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds b42d183c-bc9c-4652-9e56-10c54c5ee96e.rds"
"6255","16q","20p",0,2,NA,"MELA","2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6256","1p","20p",0,2,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds"
"6257","2q","20p",0,2,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6258","14whole","20p",-1,1,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds"
"6259","18q","20p",0,1,NA,"MELA","2e76891c-b620-4cc0-9315-6f1217b09b1e.rds"
"6260","12q","20p",0,2,1,"MELA","9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds b42d183c-bc9c-4652-9e56-10c54c5ee96e.rds"
"6261","2p","20p",0,3,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 897ba508-d74b-46bf-8554-1210a66a36d1.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6262","17q","20p",0,2,NA,"MELA","9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds bcefbf6a-80ff-4825-9d3a-492e2dceb35d.rds"
"6263","1q","20p",0,1,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds"
"6264","11q","20p",0,1,NA,"MELA","2e76891c-b620-4cc0-9315-6f1217b09b1e.rds"
"6265","14q","20p",1,1,NA,"MELA","b42d183c-bc9c-4652-9e56-10c54c5ee96e.rds"
"6266","10p","10q",0,3,NA,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds 524bbd14-1e1f-479b-9a71-d27fce32d8bc.rds 8ca665f8-fe78-48bf-8c0f-c606d92885d4.rds"
"6267","1p","10q",0,1,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds"
"6268","1q","10q",0,1,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds"
"6269","10p","12p",0.333333333333333,3,0.422649730810374,"MELA","2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 5c3def3a-b515-41f6-8157-681b963534e7.rds 6d4a548a-7e30-4b6b-9a13-72827eed439c.rds"
"6270","11p","12p",0.5,4,0.181690113816209,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds 5c3def3a-b515-41f6-8157-681b963534e7.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds b42d183c-bc9c-4652-9e56-10c54c5ee96e.rds"
"6271","10q","12p",0.333333333333333,3,0.422649730810374,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1d4a091d-fe65-49c0-8810-5a95243b108a.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6272","1p","12p",0,2,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds"
"6273","1q","12p",0,2,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 56ddcb96-e90b-4fce-aa4c-c677bbfee488.rds"
"6274","11q","12p",0,2,NA,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds"
"6275","10p","16q",0.2,5,0.373900966300059,"MELA","25103371-28ac-4f43-b0e2-2d376d0dcb84.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 6d4a548a-7e30-4b6b-9a13-72827eed439c.rds 72108583-5320-46ec-945f-5ff173d7dc15.rds f07b9192-c86f-4ee4-a3b5-feb9c5098bf4.rds"
"6276","16p","16q",0,3,NA,"MELA","2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 6d4a548a-7e30-4b6b-9a13-72827eed439c.rds 72108583-5320-46ec-945f-5ff173d7dc15.rds"
"6277","11p","16q",0,2,NA,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6278","13whole","16q",0,3,NA,"MELA","25103371-28ac-4f43-b0e2-2d376d0dcb84.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6279","15q","16q",-0.5,2,0.5,"MELA","2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6280","10q","16q",0,2,NA,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6281","12p","16q",-0.25,4,0.39100221895577,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds 6d4a548a-7e30-4b6b-9a13-72827eed439c.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6282","1p","16q",0,2,NA,"MELA","2e76891c-b620-4cc0-9315-6f1217b09b1e.rds f07b9192-c86f-4ee4-a3b5-feb9c5098bf4.rds"
"6283","12q","16q",-0.5,2,0.5,"MELA","72108583-5320-46ec-945f-5ff173d7dc15.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6284","11q","16q",0,2,NA,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds 2e76891c-b620-4cc0-9315-6f1217b09b1e.rds"
"6285","14q","16q",0,1,NA,"MELA","1d4a091d-fe65-49c0-8810-5a95243b108a.rds"
"6286","10p","2q",0,1,NA,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds"
"6287","19p","2q",0,3,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6288","19q","2q",0,2,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6289","16p","2q",-0.5,2,0.5,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds"
"6290","11p","2q",0,2,NA,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6291","13whole","2q",0,2,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6292","15q","2q",-0.333333333333333,3,0.422649730810374,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6293","18p","2q",0,2,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds"
"6294","17p","2q",-0.5,2,0.5,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds"
"6295","10q","2q",0,3,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6296","12p","2q",-0.5,2,0.5,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6297","16q","2q",0,1,NA,"MELA","9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6298","1p","2q",0,1,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds"
"6299","14whole","2q",-0.5,2,0.5,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 1daefc49-5248-4948-87ce-0ec19a248ef9.rds"
"6300","18q","2q",0,1,NA,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds"
"6301","12q","2q",-1,1,NA,"MELA","9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6302","2p","2q",0,2,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6303","17q","2q",0,2,NA,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6304","1q","2q",0,1,NA,"MELA","08b5d0e4-4661-460e-a9f7-f2e687414711.rds"
"6305","10p","3p",0,3,NA,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds 25103371-28ac-4f43-b0e2-2d376d0dcb84.rds 524bbd14-1e1f-479b-9a71-d27fce32d8bc.rds"
"6306","19p","3p",0,2,NA,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6307","19q","3p",0,1,NA,"MELA","9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6308","20q","3p",0,1,NA,"MELA","9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6309","21q","3p",0,2,NA,"MELA","7e22401d-f4cd-44c5-8a01-b08a439e5a31.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6310","16p","3p",0,1,NA,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds"
"6311","11p","3p",0,3,NA,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds 524bbd14-1e1f-479b-9a71-d27fce32d8bc.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6312","13whole","3p",0,2,NA,"MELA","25103371-28ac-4f43-b0e2-2d376d0dcb84.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
"6313","15q","3p",-0.25,4,0.39100221895577,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds 7e22401d-f4cd-44c5-8a01-b08a439e5a31.rds 9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds a6e24c2a-26b9-409c-bbcd-a8fcdd1e437c.rds"
"6314","18p","3p",0,2,NA,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds 7e22401d-f4cd-44c5-8a01-b08a439e5a31.rds"
"6315","17p","3p",0,3,NA,"MELA","1daefc49-5248-4948-87ce-0ec19a248ef9.rds 25103371-28ac-4f43-b0e2-2d376d0dcb84.rds 7e22401d-f4cd-44c5-8a01-b08a439e5a31.rds"
"6316","20p","3p",0,1,NA,"MELA","9fc5b5c7-3973-42b4-8710-454de0cb5b50.rds"
